objectid,parentid,title,display_template,type,format,object_location,image_small,image_thumb,creator,recipient,publisher,date,date-is-approximate?,description,subject,location,latitude,longitude,source,identifier,item_information,language,rights,rightsstatement,image_alt_text,object_transcript,related_publication
cbd_050,,The Ordination of Fathers Leo M. Joseph and John Darcy Noble,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_050.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_050.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_050.jpeg,,,,1974-04-20,,"Bishop Thomas J. Fehérváry ordains Father Leo M. Joseph and Father John Darcy Noble to the Catholic priesthood at his chapel in Montreal, Quebec, on April 20, 1974, while Robert Mary Clement assists as deacon. Celebrated as the first two openly gay men to be ordained as Catholic priests without concealing their sexual orientation, Joseph and Noble would soon become central figures in the ministry of the Church of the Beloved Disciple in New York City. Their ordination by the Hungarian Mariavite Old Catholic bishop, whose apostolic succession traced through the Polish Mariavite Church, provided the sacramental foundation for a ministry dedicated to serving LGBTQ Christians. Less than six months later, Clement himself would be consecrated Bishop of New York, and together the three clergy would help build one of the earliest sacramental communities for gay and lesbian Christians in New York City.",,,,,,CBD_050,,,,,,,
cbd_051,,"""Two gay men ordained priests""",image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_051.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_051.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_051.jpeg,,,,1974-04-01,,"Press release issued by the Church of the Beloved Disciple, authored by Robert Bradley, announcing the ordination of John Darcy Noble and Leo M. Joseph on April 20, 1974. The statement proclaimed the ordinations as the first known instance of two openly acknowledged gay men being ordained to the apostolic priesthood with the full knowledge and acceptance of their sexual orientation by all participants. It also introduced the Church of the Beloved Disciple to the wider public as an apostolic Christian community serving New York City's gay community and invited readers to attend its services at 348 West 14th Street in Manhattan.",,,,,,CBD_051,,,,,,,
cbd_052,,Opening Pages of Bishop Robert Mary Clement's Consecration Service Booklet,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_052.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_052.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_052.pdf,,,,1974-10-06,,"The opening pages of the official program for the Ceremony of Consecration of The Most Reverend Robert M. Clement as Bishop of New York of the Eucharistic Catholic Church, held at Metropolitan-Duane Church, New York City, on Sunday, October 6, 1974. The booklet includes Bishop Clement's official portrait, the order of service, and the names of the principal participants, including Archbishop Richard A. Marchenna, who served as consecrator, and co-consecrators Bishop Emile R. Fairfield (who was ultiameytly unable to attend the concecration) and Bishop Martin Luther Williams.",,,,,,CBD_052,,,,,,,
cbd_053,,Consecration of Clement. Clement kneeling with Gospel Book across his shoulders,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_053.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_053.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_053.jpg,,,,1974-10-06,,"Robert Mary Clement kneels before the altar with the Book of the Gospels resting across his shoulders during the central rite of episcopal consecration at Metropolitan-Duane United Methodist Church in New York City on October 6, 1974. He was consecrated bishop by Archbishop Richard Arthur Marchenna, assisted by Bishop Martin Luther Williams, with Rev. Albert J. Berube of the North American Old Roman Catholic Church (Archdiocese of New York) also participating in the ceremony. At left, Fr. John Darcy Noble is seen from behind, while Fr. Leo Joseph stands to the right of Archbishop Marchenna. An unidentified acolyte supports the Gospel Book during the rite. Widely publicized and televised in New York City, the consecration was presented as the first public episcopal consecration of an openly gay bishop in the United States.",,,,,,CBD_053,,,,,,,
cbd_054,,Close up of Marchenna at the Consecration of Clement,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_054.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_054.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_054.jpg,,,,1974-10-06,,"Archbishop Richard Arthur Marchenna consecrating Robert Mary Clement on Sunday, October 6, 1974 at the Metropolitan-Duane United Methodist Church, New York City.",,,,,,CBD_054,,,,,,,
link_08,,Metropolitan-Duane United Methodist Church,image,"Image;StillImage, Text",image,https://www.nyclgbtsites.org/site/metropolitan-duane-united-methodist-church/,https://www.nyclgbtsites.org/site/metropolitan-duane-united-methodist-church/,https://www.nyclgbtsites.org/site/metropolitan-duane-united-methodist-church/,,,,,,NYC LGBTQ Historic Sites website with details about the Metropolitan-Duane United Methodist Church,,,,,,LINK_08,,,,,,,
cbd_055,,Consecration Procession through Greenwich Village.,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_055.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_055.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_055.jpg,,,,1974-10-06,,"Bishop Robert Mary Clement leads the solemn procession from Metropolitan-Duane United Methodist Church at 201 West 13th Street to the Church of the Beloved Disciple at 348 West 14th Street following his episcopal consecration on October 6, 1974. At his side walks Archbishop Martin Luther Williams of the African Orthodox Church, while clergy and supporters follow behind. The public procession through the streets of Greenwich Village visibly proclaimed the Church of the Beloved Disciple's apostolic identity, carrying the celebration of Clement's consecration beyond the sanctuary and into the neighborhood it served.",,,,,,CBD_055,,,,,,,
cbd_056,,An Ecumenical Procession of Bishops and Clergy,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_056.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_056.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_056.jpg,,,,1974-10-06,,"Clergy and bishops process westward through Manhattan following the consecration of Bishop Robert Mary Clement. The procession includes Archbishop Martin Luther Williams, Archbishop Richard Arthur Marchenna, Bishop Robert Clement, and clergy of the Church of the Beloved Disciple, together with supporters from several independent Catholic and Orthodox jurisdictions. Their participation reflected the broad ecumenical relationships that sustained the Church of the Beloved Disciple and affirmed its place within the wider sacramental tradition.",,,,,,CBD_056,,,,,,,
cbd_057,,Archbishop Richard Arthur Marchenna in the Consecration Procession,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_057.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_057.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_057.jpg,,,,1974-10-06,,"Archbishop Richard Arthur Marchenna, Primate of the Old Roman Catholic Church in North America and principal consecrator of Bishop Robert Clement, walks between Father Leo (left) and Father John Darcy Noble (right) during the procession to the Church of the Beloved Disciple.",,,,,,CBD_057,,,,,,,
cbd_058,,The Faithful Accompany Their New Bishop Home,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_058.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_058.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_058.jpg,,,,1974-10-06,,"Members of the congregation, clergy, and supporters follow behind the bishops as the procession makes its way from Metropolitan-Duane United Methodist Church to the Church of the Beloved Disciple after Bishop Clement's consecration. Led by processional crosses, flowers, and banners, the gathering transformed the streets of Greenwich Village into an extension of the liturgy, expressing the Church of the Beloved Disciple's conviction that sacramental life belonged not only within church walls but also in the public witness of a community claiming its place in both the Church and the city.",,,,,,CBD_058,,,,,,,
cbd_059,,Official Portrait of Bishop Robert Mary Clement. ,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_059.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_059.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_059.jpg,,,,1974-10-06,,"This official portrait of Bishop Robert Mary Clement was taken following his episcopal consecration on October 6, 1974, as Bishop of New York in the Eucharistic Catholic Church. Clothed in richly embroidered pontifical vestments, Clement is presented in the visual tradition of Catholic episcopal portraiture. The image marked the beginning of a new chapter in his ministry, one that combined apostolic succession with an unwavering commitment to providing sacramental ministry and pastoral care to LGBTQ Christians through the Church of the Beloved Disciple.",,,,,,CBD_059,,,,,,,
cbd_060,,Brass Bishop's Crozier,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_060.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_060.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_060.jpeg,,,,1970s,,"This brass bishop's crozier served as the pastoral staff of Archbishop Robert Mary Clement throughout his episcopal ministry in the Church of the Beloved Disciple. Carried during pontifical liturgies, ordinations, sacred processions, and public demonstrations, the crozier became one of the most recognizable symbols of the church's apostolic ministry. Its richly ornamented head reflects medieval ecclesiastical craftsmanship while expressing the community's commitment to the continuity of historic Catholic tradition within an affirming ministry to LGBTQ Christians.",,,,,,CBD_060,,,,,,,
cbd_061,,Crozier Head with the Agnus Dei,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_061.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_061.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_061.jpeg,,,,1970s,,"The crozier's elaborately worked volute centers on the Agnus Dei (Lamb of God) carrying the banner of the Resurrection, a traditional emblem of Christ's sacrificial death and triumph over death. The engraved brass is embellished with colored cabochons and scrolling foliate ornament, combining Gothic and Romanesque decorative motifs. As the principal symbol of the bishop's pastoral office, the crozier expressed Archbishop Clement's vocation as shepherd of the Church of the Beloved Disciple while proclaiming the resurrection hope that stood at the center of the community's sacramental life.",,,,,,CBD_061,,,,,,,
cbd_062,,"""New York's Gay Patriarch"" on the Cover of FLASH",image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_062.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_062.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_062.jpeg,,,,1976-06-15,,"The cover of the June 15, 1976 issue of FLASH: The International Guide to Gay Living features Bishop Robert Mary Clement under the headline, ""A Candid Interview with Bishop Robert Clement – New York's Gay Patriarch."" Published during a period of increasing LGBTQ visibility following the Stonewall uprising, the magazine introduced Clement and the Church of the Beloved Disciple to a national LGBTQ readership. The feature reflected the church's growing prominence as one of the best-known sacramental ministries serving gay and lesbian Christians, highlighting Clement's conviction that LGBTQ people deserved full participation in the sacramental life of the Church without renouncing either their faith or their identity.",,,,,,CBD_062,,,,,,,
cbd_063,,Dancers in the church 1,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_063.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_063.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_063.jpeg,,,,,,"Interpretive dancers perform before the altar during the Easter liturgy at the Church of the Beloved Disciple. Organized through contacts of John Darcy Noble, the performance integrated movement, music, and worship, reflecting the congregation's openness to contemporary artistic expression within a traditional sacramental setting. The dance embodied themes of resurrection, joy, and spiritual renewal central to the Easter celebration. Takes place at the 348 West 14th street location.",,,,,,CBD_063,,,,,,,
cbd_064,,Dancers in the church 2,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_064.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_064.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_064.jpeg,,,,,,"Members of an interpretive dance ensemble offer a choreographed meditation during the Easter Eucharist as clergy look on from the sanctuary. Their expressive gestures transformed the church into a space where liturgy and the performing arts converged, inviting worshippers to experience the Easter proclamation through movement as well as word and sacrament. The ensemble was invited through the artistic connections of John Darcy Noble, whose interests helped broaden the church's liturgical life. Takes place at the 348 West 14th street location.",,,,,,CBD_064,,,,,,,
cbd_065,,Dancers in the church 3,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_065.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_065.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_065.jpeg,,,,,,"A dancer kneels before the altar during a liturgical performance presented as part of a special service at the Church of the Beloved Disciple. Throughout the 1970s, the congregation occasionally incorporated interpretive dance into its worship, drawing upon artists known to John Darcy Noble to explore themes of devotion, sacrifice, and resurrection through movement. These performances reflected the church's willingness to unite historic Catholic liturgy with contemporary forms of artistic and spiritual expression.",,,,,,CBD_065,,,,,,,
cbd_066,,Church bulletin for anniversary service.,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_066.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_066.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_066.pdf,,,,1975-10-05,,"This commemorative bulletin was produced for the first anniversary of the dedication of the Church of the Beloved Disciple's permanent home and the first anniversary of Bishop Robert M. Clement's episcopal consecration. The service welcomed Bishop George A. Hyde, founder of the Eucharistic Catholic Church, as guest preacher and celebrated the congregation's remarkable transformation from a private house church, to public meetings in borrowed spaces into a thriving parish with its own church building. The bulletin reflects the community's understanding of these anniversaries as milestones in both its institutional history and its pioneering ministry to New York's gay community.",,,,,,CBD_066,,,,,,,
cbd_067,,Archbishop George Augustine Hyde Preaching at the First Anniversary of Archbishop Clement's Consecration. ,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_067.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_067.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_067.jpeg,,,,1975-10-05,,"Archbishop George Augustine Hyde delivers the homily during the celebration of the first anniversary of Archbishop Robert Mary Clement's episcopal consecration at the Church of the Beloved Disciple in October 1975. Hyde, Archbishop of the Orthodox-Catholic Church of America and one of Clement's close allies, was the featured guest preacher for the anniversary liturgy. His presence affirmed the close relationship between the two bishops and highlighted the ecclesial heritage of the Church of the Beloved Disciple as a pioneering sacramental ministry serving LGBTQ Christians.",,,,,,CBD_067,,,,,,,
cbd_068,,Portrait of George Augustine Hyde.,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_068.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_068.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_068.jpeg,,,,1940s or 1950s,,"This restored portrait depicts the Rev. George Augustine Hyde shortly after the founding of the Eucharistic Catholic Church in Atlanta, Georgia, in 1946. Founded by Hyde, the church was the first documented Christian church in the United States to openly welcome homosexual men and women into its sacramental life without requiring celibacy or concealment. Hyde's pioneering ministry profoundly influenced the development of LGBTQ-affirming sacramental Christianity and laid the ecclesial foundation upon which later communities, including the Church of the Beloved Disciple, were built.",,,,,,CBD_068,,,,,,,
link_09,,LGBTQ-RAN Profile on George Augustine Hyde,image,"Image;StillImage, Text",web page,https://lgbtqreligiousarchives.org/profiles/george-augustine-hyde,https://lgbtqreligiousarchives.org/profiles/george-augustine-hyde,https://lgbtqreligiousarchives.org/profiles/george-augustine-hyde,,,,,,needs to be edited,,,,,,LINK_09,,,,,,,
cbd_069,,Seminarians of the Church of the Beloved Disciple,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_069.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_069.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_069.jpeg,,,,1970s,,This photograph shows members of the Church of the Beloved Disciple's seminary gathered around the altar during a liturgical service in New York City in the late 1970s. The community developed a formal program of ministerial formation to prepare openly gay and lesbian memebrs of the church for ordained ministry within the Eucharistic Catholic tradition at a time when most Roman Catholic and Orthodox seminaries excluded homosexual candidates.,,,,,,CBD_069,,,,,,,
cbd_070,,Acolytes of the Church of the Beloved Disciple,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_070.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_070.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_070.jpeg,,,,1970s,,"Two unidentified acolytes of the Church of the Beloved Disciple pose together before a liturgical service. Wearing white albs with red shoulder orphreys and crosses designed by the congregation, they represent the lay ministers who assisted at the church's Eucharistic celebrations and other sacramental rites. Although their names are unknown, photographs such as this document the indispensable role of volunteers whose service sustained the parish's worship and communal life.",,,,,,CBD_070,,,,,,,
cbd_071,,Acolytes of the Church of the Beloved Disciple,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_071.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_071.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_071.jpeg,,,,1970s,,"Two unidentified acolytes of the Church of the Beloved Disciple pose together in white liturgical albs and simple wooden crosses before a service. The photograph preserves a rare glimpse of the congregation's lay ministry and the diverse community that participated in the church's liturgical life. While the individuals remain unidentified, they stand as representatives of the many members whose volunteer service helped shape the Church of the Beloved Disciple's distinctive and inclusive ministry.",,,,,,CBD_071,,,,,,,
cbd_072,,Ordination of Five Priests for the Church of the Beloved Disciple,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_072.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_072.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_072.jpeg,,,,1978-10-22,,"Bishop Robert Mary Clement ordains five priests for the Church of the Beloved Disciple during a liturgy in New York City on October 2, 1978. The ordinands—Fathers Mark, Paul, Victor, Gabriel, and Philip—were called to continue the church's ministry of serving LGBTQ Christians after having experienced rejection or exclusion from other Christian traditions. Their ordinations reflected the Church of the Beloved Disciple's commitment to cultivating an openly gay clergy and ensuring the continuity of its sacramental and pastoral mission.",,,,,,CBD_072,,,,,,,
cbd_073,,"""An Unusual Ordination""",image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_073.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_073.jpg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_073.jpg,,,,1978-10-22,,"Newspaper clipping from Our Town (October 22, 1978) describing the ordination of Fathers Mark, Paul, Victor, Gabriel, and Philip by Bishop Robert Mary Clement at the Church of the Beloved Disciple. The article recounts how the five men—many of whom had been denied ordination or ministry elsewhere because of their sexual orientation—found a vocation within the Church of the Beloved Disciple, where they were ordained to serve openly as priests. It provides a rare contemporary account of the congregation's inclusive theology and its pioneering role in the development of an openly LGBTQ Christian ministry.",,,,,,CBD_073,,,,,,,
cbd_074,,Sacred Procession for Corpus Christi through Manhattan,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_074.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_074.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_074.jpeg,,,,1970s,,"Members of the Church of the Beloved Disciple carry a ceremonial canopy during a Corpus Christi procession through the streets of Manhattan. Beneath the canopy, clergy bore the Blessed Sacrament in a public witness to the Real Presence of Christ, continuing a centuries-old Catholic tradition in the heart of New York's gay community. For the congregation, such processions united sacramental devotion with public visibility, proclaiming that LGBTQ Christians belonged fully within the life and worship of the Church.",,,,,,CBD_074,,,,,,,
cbd_075,,Corpus Christi Procession through Manhattan,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_075.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_075.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_075.jpeg,,,,1970s,,"Led by a processional cross, acolytes, and a canopy sheltering the Blessed Sacrament, members of the Church of the Beloved Disciple process through the streets of Manhattan on the Feast of Corpus Christi. The annual procession carried the Eucharist beyond the church walls into the public square, affirming both the Real Presence of Christ and the place of LGBTQ Christians within the Catholic sacramental tradition. Rain and city traffic did not deter the congregation, whose public witness united ancient devotional practice with the visibility and resilience of New York's gay community.",,,,,,CBD_075,,,,,,,
cbd_076,,Palm Sunday Procession through Manhattan,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_076.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_076.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_076.jpeg,,,,1970s,,"Clergy, acolytes, and parishioners of the Church of the Beloved Disciple process through the streets of Manhattan on Palm Sunday, retracing Christ's entry into Jerusalem with prayer, hymns, and the processional cross. Led by Archbishop Robert M. Clement and the church's clergy, the procession carried the liturgy beyond the sanctuary, making the church's presence visible in the city's neighborhoods. For the congregation, these annual public processions affirmed both the continuity of Catholic tradition and the conviction that LGBTQ Christians belonged fully within the Church's sacramental life.",,,,,,CBD_076,,,,,,,
cbd_077,,Procession for the Feast of the Assumption,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_077.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_077.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_077.jpeg,,,,1970s,,"Archbishop Robert M. Clement leads the Church of the Beloved Disciple's procession for the Feast of the Assumption of the Blessed Virgin Mary as clergy carry a flower-decked statue of the Virgin through the streets of Manhattan. By bringing one of the Church's principal Marian feasts into the public square, the congregation affirmed its deep devotion to Mary while demonstrating that LGBTQ Christians fully shared in the traditions of Catholic faith and worship. These annual processions expressed the Church of the Beloved Disciple's conviction that sacred ritual belonged not only within the sanctuary but also in the life of the city.",,,,,,CBD_077,,,,,,,
cbd_078,,The Ordinary of the Mass.,pdf,"Image;StillImage, Text",pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_078.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_078.pdf,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_078.pdf,,,,1970s,,"These opening pages introduce the Ordinary of the Mass prepared by Clement for use at the Church of the Beloved Disciple. Drawing upon the ancient Gallican Rite of Saint Germain of Paris—known as the ""Gothic Mass""—the booklet presents an English-language liturgy adapted from Latin and French sources while preserving the ceremonial richness of the Western Catholic tradition. The publication reflects Archbishop Robert M. Clement's commitment to rooting the church's pioneering LGBTQ ministry within the historic liturgical heritage of the Christian West.",,,,,,CBD_078,,,,,,,
cbd_079,,Silver Chalice and Paten (image of historic use),image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_079.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_079.png,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_079.png,,,,circa 1970s,,"Designed by Fr. Leo Joseph, this silver chalice and paten were created for the liturgical use of the Church of the Beloved Disciple and became the congregation's principal Eucharistic vessels. The chalice is decorated with sacred figures and Christian symbols, reflecting the church's synthesis of Eastern and Western liturgical traditions. Used by Bishop Robert Mary Clement throughout the 1970s and 1980s. As one of the central liturgical objects of the Church of the Beloved Disciple, it symbolizes the community's understanding of the Eucharist as the living Christ made available to the LGBTQ community.",,,,,,CBD_079,,,,,,,
cbd_080,,Silver Chalice and Paten (Present View),image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_080.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_080.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_080.jpeg,,,,,,"The Church of the Beloved Disciple's silver chalice and paten, photographed in the present day, remain among the most significant surviving liturgical objects of the congregation. Designed by Fr. Leo Joseph around 1970, the hand-engraved silver vessels feature medallion portraits of Christ, the Virgin Mary, St. Robert, and St. Clement, together with eucharistic and ornamental motifs that reflect the church's synthesis of Eastern and Western Christian artistic traditions. For more than two decades they served as the principal Eucharistic vessels of the Church of the Beloved Disciple, used by Bishop Robert Mary Clement in the celebration of the Eucharist, holy unions, ordinations, and the liturgical year. Preserved today as part of the church's archival legacy, the chalice and paten embody the community's commitment to apostolic continuity, sacramental worship, and an affirming ministry to LGBTQ Christians, remaining enduring witnesses to one of the earliest openly gay-affirming sacramental communities in the United States.",,,,,,CBD_080,,,,,,,
cbd_081,,Antimension Consecrated by Bishops George A. Hyde and Robert M. Clement,image,"Image;StillImage, Text",image,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_081.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_081.jpeg,http://d2osek5pf4af91.cloudfront.net/archive_objects/LGBTQ-RAN/CBD_081.jpeg,,,,1980-10-05,,"This Byzantine antimension is a consecrated liturgical cloth that serves as the bishop's authorization for the celebration of the Divine Liturgy. Depicting the Lamentation (Entombment) of Christ and inscribed in Church Slavonic with an English certification panel, it was consecrated and signed by Bishops George A. Hyde and Robert M. Clement on 5 October 1980. More than a devotional object, the antimension embodies episcopal authority and Eucharistic communion, documenting the close sacramental relationship between Hyde and Clement and the Church of the Beloved Disciple's appropriation of Byzantine liturgical tradition within an independent Orthodox-Catholic context.",,,,,,CBD_081,,,,,,,
